College Name,College City,State,Approvals,Rating,Major Stream Rating,Logo,Cover,Fees,Ranking Data,Default Ranking Data,Exam,Facilities,Fee Range,Type Of College,Program Type,Duration
St Stephen's College,New Delhi,Delhi NCR,['UGC'],8.015540540540538,1.5602906987276255,https://images.collegedunia.com/public/college_data/images/logos/14919074881412841375Logo.jpg,https://images.collegedunia.com/public/college_data/images/appImage/14919074884953SSCNew.jpg,42835,"[{'year': '2022', 'agencyId': '17', 'rankingOfCollege': '3', 'rankingOutOfTotalNoOfCollege': '186', 'agency': 'Indiatoday'}, {'year': '2022', 'agencyId': '28', 'rankingOfCollege': '4', 'rankingOutOfTotalNoOfCollege': '105', 'agency': 'Outlook'}, {'year': '2022', 'agencyId': '33', 'rankingOfCollege': '1', 'rankingOutOfTotalNoOfCollege': '56', 'agency': 'The Week'}]","[{'year': '2022', 'agencyId': '13', 'rankingOfCollege': '11', 'rankingOutOfTotalNoOfCollege': '200', 'agency': 'NIRF'}]",cuet,"['Comp Labs', 'Sports', 'Medical', 'Cafeteria', 'Library', 'Auditorium', 'Hostel', 'Laboratory', 'Classrooms']",1,Government,Full Time,3
Hindu College,New Delhi,Delhi NCR,[],8.005510409057706,1.5585870736896112,https://images.collegedunia.com/public/college_data/images/logos/col1904.jpg,https://images.collegedunia.com/public/college_data/images/appImage/1492065245cover..png,20460,"[{'year': '2022', 'agencyId': '17', 'rankingOfCollege': '1', 'rankingOutOfTotalNoOfCollege': '186', 'agency': 'Indiatoday'}, {'year': '2022', 'agencyId': '28', 'rankingOfCollege': '2', 'rankingOutOfTotalNoOfCollege': '105', 'agency': 'Outlook'}, {'year': '2022', 'agencyId': '33', 'rankingOfCollege': '3', 'rankingOutOfTotalNoOfCollege': '56', 'agency': 'The Week'}]","[{'year': '2022', 'agencyId': '13', 'rankingOfCollege': '2', 'rankingOutOfTotalNoOfCollege': '200', 'agency': 'NIRF'}]",cuet,"['Comp Labs', 'Sports', 'Medical', 'Cafeteria', 'Library', 'Hostel', 'Auditorium', 'Classrooms', 'Security']",0,Government,Full Time,3
Parul University,Vadodara,Gujarat,"['COA', 'PCI', 'INC', 'GNC', 'MCI']",7.996763857767554,1.5570668207402236,https://images.collegedunia.com/public/college_data/images/logos/1619719076logo7.png,https://images.collegedunia.com/public/college_data/images/appImage/1599193361PuCampus.jpg,72000,"[{'year': '2022', 'agencyId': '28', 'rankingOfCollege': '48', 'rankingOutOfTotalNoOfCollege': '105', 'agency': 'Outlook'}]","[{'year': '2021', 'agencyId': '17', 'rankingOfCollege': '44', 'rankingOutOfTotalNoOfCollege': '146', 'agency': 'Indiatoday'}, {'year': '2021', 'agencyId': '28', 'rankingOfCollege': '40', 'rankingOutOfTotalNoOfCollege': '110', 'agency': 'Outlook'}, {'year': '2021', 'agencyId': '14', 'rankingOfCollege': '62', 'rankingOutOfTotalNoOfCollege': '101', 'agency': 'TOI'}, {'year': '2020', 'agencyId': '38', 'rankingOfCollege': '26', 'rankingOutOfTotalNoOfCollege': '50', 'agency': 'ARIIA'}]",,"['Library', 'Transport', 'Wi-FI Campus', 'Banks', 'Laboratory', 'Classrooms', 'Medical', 'Security', 'Swimming Pool', 'Hostel', 'Sports', 'Comp Labs', 'Gym']",1,Government,Part Time,3
Lady Shri Ram College for Women - [LSR],New Delhi,Delhi NCR,['UGC'],7.996763857767554,1.5562741761037646,https://images.collegedunia.com/public/college_data/images/logos/1559556886lsrlogo9.jpg,https://images.collegedunia.com/public/college_data/images/appImage/14918218951444135101LSRCNEW.jpg,20670,"[{'year': '2022', 'agencyId': '17', 'rankingOfCollege': '14', 'rankingOutOfTotalNoOfCollege': '186', 'agency': 'Indiatoday'}, {'year': '2022', 'agencyId': '28', 'rankingOfCollege': '3', 'rankingOutOfTotalNoOfCollege': '105', 'agency': 'Outlook'}]","[{'year': '2022', 'agencyId': '13', 'rankingOfCollege': '5', 'rankingOutOfTotalNoOfCollege': '200', 'agency': 'NIRF'}]",cuet,"['Comp Labs', 'Sports', 'Medical', 'Cafeteria', 'Library', 'Auditorium', 'Hostel', 'Laboratory', 'Classrooms', 'Banks']",0,Government,Full Time,3
Woxsen University,Hyderabad,Telangana,"['COA', 'AICTE', 'NBA', 'AACSB', 'AMBA']",7.988688447417002,1.5545237284384863,https://images.collegedunia.com/public/college_data/images/logos/1628340461logonew1.png,https://images.collegedunia.com/public/college_data/images/appImage/1628340683slide33.jpg,270000,[],[],,"['Library', 'Classrooms', 'Sports', 'Hostel', 'Medical', 'Laboratory', 'Transport', 'Cafeteria', 'Wi-FI Campus']",4,Government,Part Time,3
Miranda House,New Delhi,Delhi NCR,[],7.988688447417001,1.554858971856308,https://images.collegedunia.com/public/college_data/images/logos/col3004.jpg,https://images.collegedunia.com/public/college_data/images/appImage/3004_MHC.jpg,19800,"[{'year': '2022', 'agencyId': '17', 'rankingOfCollege': '2', 'rankingOutOfTotalNoOfCollege': '186', 'agency': 'Indiatoday'}, {'year': '2022', 'agencyId': '28', 'rankingOfCollege': '1', 'rankingOutOfTotalNoOfCollege': '105', 'agency': 'Outlook'}, {'year': '2022', 'agencyId': '33', 'rankingOfCollege': '2', 'rankingOutOfTotalNoOfCollege': '56', 'agency': 'The Week'}]","[{'year': '2022', 'agencyId': '13', 'rankingOfCollege': '1', 'rankingOutOfTotalNoOfCollege': '200', 'agency': 'NIRF'}]",cuet,"['Sports', 'Cafeteria', 'Medical', 'Library', 'Auditorium', 'Hostel', 'Transport', 'Comp Labs', 'Laboratory', 'Communication Centre', 'Classrooms']",0,Government,Full Time,3
Loyola College,Chennai,Tamil Nadu,['UGC'],7.981279703733115,1.5532430475457315,https://images.collegedunia.com/public/college_data/images/logos/1453696337logoooo.jpg,https://images.collegedunia.com/public/college_data/images/appImage/2595_LOYOLAC.jpg,48940,"[{'year': '2022', 'agencyId': '17', 'rankingOfCollege': '6', 'rankingOutOfTotalNoOfCollege': '186', 'agency': 'Indiatoday'}, {'year': '2022', 'agencyId': '28', 'rankingOfCollege': '5', 'rankingOutOfTotalNoOfCollege': '105', 'agency': 'Outlook'}, {'year': '2022', 'agencyId': '33', 'rankingOfCollege': '4', 'rankingOutOfTotalNoOfCollege': '56', 'agency': 'The Week'}]","[{'year': '2022', 'agencyId': '13', 'rankingOfCollege': '4', 'rankingOutOfTotalNoOfCollege': '200', 'agency': 'NIRF'}, {'year': '2021', 'agencyId': '17', 'rankingOfCollege': '3', 'rankingOutOfTotalNoOfCollege': '146', 'agency': 'Indiatoday'}, {'year': '2021', 'agencyId': '28', 'rankingOfCollege': '2', 'rankingOutOfTotalNoOfCollege': '125', 'agency': 'Outlook'}]",,"['Sports', 'Medical', 'Library', 'Auditorium', 'Hostel', 'Laboratory', 'Comp Labs', 'Cafeteria', 'Security', 'Classrooms']",1,Government,Full Time,3
Madras Christian College - [MCC],Chennai,Tamil Nadu,['UGC'],7.973821568424669,1.551609069337309,https://images.collegedunia.com/public/college_data/images/logos/1393668198Madras Christian College.png,https://images.collegedunia.com/public/college_data/images/appImage/2708_MCC.jpg,0,"[{'year': '2022', 'agencyId': '17', 'rankingOfCollege': '4', 'rankingOutOfTotalNoOfCollege': '186', 'agency': 'Indiatoday'}, {'year': '2022', 'agencyId': '28', 'rankingOfCollege': '10', 'rankingOutOfTotalNoOfCollege': '105', 'agency': 'Outlook'}, {'year': '2022', 'agencyId': '33', 'rankingOfCollege': '6', 'rankingOutOfTotalNoOfCollege': '56', 'agency': 'The Week'}]","[{'year': '2022', 'agencyId': '13', 'rankingOfCollege': '17', 'rankingOutOfTotalNoOfCollege': '200', 'agency': 'NIRF'}, {'year': '2021', 'agencyId': '17', 'rankingOfCollege': '9', 'rankingOutOfTotalNoOfCollege': '146', 'agency': 'Indiatoday'}, {'year': '2021', 'agencyId': '28', 'rankingOfCollege': '6', 'rankingOutOfTotalNoOfCollege': '125', 'agency': 'Outlook'}]",,"['Sports', 'Auditorium', 'Medical', 'Comp Labs', 'Hostel', 'Library', 'Laboratory', 'Gym']",0,Private,Full Time,3
Hansraj College - [HRC],New Delhi,Delhi NCR,['UGC'],7.966313712214165,1.5500593839953505,https://images.collegedunia.com/public/college_data/images/logos/1491982583logo..png,https://images.collegedunia.com/public/college_data/images/appImage/1521444819cvrimge.png,24515,"[{'year': '2022', 'agencyId': '17', 'rankingOfCollege': '5', 'rankingOutOfTotalNoOfCollege': '186', 'agency': 'Indiatoday'}, {'year': '2022', 'agencyId': '28', 'rankingOfCollege': '6', 'rankingOutOfTotalNoOfCollege': '105', 'agency': 'Outlook'}, {'year': '2022', 'agencyId': '33', 'rankingOfCollege': '5', 'rankingOutOfTotalNoOfCollege': '56', 'agency': 'The Week'}]","[{'year': '2022', 'agencyId': '13', 'rankingOfCollege': '14', 'rankingOutOfTotalNoOfCollege': '200', 'agency': 'NIRF'}]",cuet,"['Comp Labs', 'Sports', 'Medical', 'Cafeteria', 'Laboratory', 'Library', 'Auditorium', 'Hostel', 'Classrooms', 'Communication Centre', 'Security']",0,Government,Full Time,3
Presidency College,Chennai,Tamil Nadu,['AICTE'],7.959422470295594,1.5484484414428368,https://images.collegedunia.com/public/college_data/images/logos/1415341122loojo.png,https://images.collegedunia.com/public/college_data/images/appImage/3479_PRESIDENCY.jpg,1270,[],"[{'year': '2022', 'agencyId': '13', 'rankingOfCollege': '3', 'rankingOutOfTotalNoOfCollege': '200', 'agency': 'NIRF'}]",,"['Medical', 'Cafeteria', 'Library', 'Auditorium', 'Comp Labs', 'Sports', 'Classrooms']",0,Government,Full Time,3
Fergusson College,Pune,Maharashtra,[],7.952485286764231,1.546854943155462,https://images.collegedunia.com/public/college_data/images/logos/1409920983logo of.png,https://images.collegedunia.com/public/college_data/images/appImage/1284_FERGUSSON_APP.jpg,11135,"[{'year': '2022', 'agencyId': '33', 'rankingOfCollege': '18', 'rankingOutOfTotalNoOfCollege': '56', 'agency': 'The Week'}]","[{'year': '2022', 'agencyId': '13', 'rankingOfCollege': '57', 'rankingOutOfTotalNoOfCollege': '200', 'agency': 'NIRF'}]",,"['Sports', 'Gym', 'Cafeteria', 'Library', 'Auditorium', 'Hostel', 'canteen', 'Laboratory', 'Comp Labs']",0,Private,Full Time,3
St. Xavier's College - [SXC],Kolkata,West Bengal,['UGC'],7.945501855342661,1.5452519358108765,https://images.collegedunia.com/public/college_data/images/logos/1505106340220pxSt.XaviersUniversityKolkatalogo.png,https://images.collegedunia.com/public/college_data/images/appImage/14883539151444128217SXCKOLKATANEW.jpg,15125,"[{'year': '2022', 'agencyId': '33', 'rankingOfCollege': '7', 'rankingOutOfTotalNoOfCollege': '56', 'agency': 'The Week'}]","[{'year': '2022', 'agencyId': '13', 'rankingOfCollege': '8', 'rankingOutOfTotalNoOfCollege': '200', 'agency': 'NIRF'}]",,"['Comp Labs', 'Sports', 'Medical', 'Cafeteria', 'Laboratory', 'Library', 'Auditorium', 'Hostel', 'Classrooms', 'Wi-FI Campus', 'Banks', 'Security']",0,Private,Full Time,3
JSS Academy of Higher Education & Research,Mysore,Karnataka,['UGC'],7.938471867711612,1.5438927061226748,https://images.collegedunia.com/public/college_data/images/logos/1611327960Logo.jpg,https://images.collegedunia.com/public/college_data/images/appImage/25605_Untitled cvr.png,45050,"[{'year': '2022', 'agencyId': '17', 'rankingOfCollege': '138', 'rankingOutOfTotalNoOfCollege': '186', 'agency': 'Indiatoday'}, {'year': '2022', 'agencyId': '28', 'rankingOfCollege': '50', 'rankingOutOfTotalNoOfCollege': '105', 'agency': 'Outlook'}]","[{'year': '2022', 'agencyId': '13', 'rankingOfCollege': '60', 'rankingOutOfTotalNoOfCollege': '200', 'agency': 'NIRF'}, {'year': '2022', 'agencyId': '2', 'rankingOfCollege': '351', 'rankingOutOfTotalNoOfCollege': '1201', 'agency': 'THE'}, {'year': '2019', 'agencyId': '28', 'rankingOfCollege': '37', 'rankingOutOfTotalNoOfCollege': '100', 'agency': 'Outlook'}, {'year': '2020', 'agencyId': '33', 'rankingOfCollege': '41', 'rankingOutOfTotalNoOfCollege': '76', 'agency': 'The Week'}, {'year': '2020', 'agencyId': '38', 'rankingOfCollege': '6', 'rankingOutOfTotalNoOfCollege': '50', 'agency': 'ARIIA'}, {'year': '2020', 'agencyId': '8', 'rankingOfCollege': '32', 'rankingOutOfTotalNoOfCollege': '100', 'agency': 'QS'}]",,"['Hostel', 'Auditorium', 'canteen', 'Medical', 'Cafeteria', 'Library', 'Laboratory', 'Comp Labs', 'Sports', 'Classrooms']",1,Government,Part Time,3
Ramakrishna Mission Vivekananda Centenary College Rahara - [RKMVCC],Kolkata,West Bengal,[],7.938471867711611,1.54253275199417,https://images.collegedunia.com/public/college_data/images/logos/1487569899Logo.jpg,https://images.collegedunia.com/public/college_data/images/appImage/1487569899AppNew.jpg,10420,"[{'year': '2019', 'agencyId': '17', 'rankingOfCollege': '47', 'rankingOutOfTotalNoOfCollege': '124', 'agency': 'Indiatoday'}]","[{'year': '2022', 'agencyId': '13', 'rankingOfCollege': '13', 'rankingOutOfTotalNoOfCollege': '200', 'agency': 'NIRF'}]",,"['Laboratory', 'Comp Labs', 'Library', 'Auditorium', 'Classrooms', 'Sports', 'Medical', 'Cafeteria']",0,Private,Full Time,3
Kirori Mal College - [KMC],New Delhi,Delhi NCR,[],7.932104131736191,1.540937839928609,https://images.collegedunia.com/public/college_data/images/logos/1559546553KMCLogo.jpg,https://images.collegedunia.com/public/college_data/images/appImage/14918925121444136740KMCNEW.jpg,14595,"[{'year': '2022', 'agencyId': '17', 'rankingOfCollege': '8', 'rankingOutOfTotalNoOfCollege': '186', 'agency': 'Indiatoday'}, {'year': '2022', 'agencyId': '33', 'rankingOfCollege': '9', 'rankingOutOfTotalNoOfCollege': '56', 'agency': 'The Week'}]","[{'year': '2022', 'agencyId': '13', 'rankingOfCollege': '10', 'rankingOutOfTotalNoOfCollege': '200', 'agency': 'NIRF'}]",cuet,"['Comp Labs', 'Sports', 'Cafeteria', 'Laboratory', 'Library', 'Auditorium', 'Classrooms', 'Medical', 'Hostel', 'Gym', 'Banks', 'Communication Centre', 'e-classroom']",0,Government,Full Time,3
St. Xavier's College,Mumbai,Maharashtra,['UGC'],7.925694225323848,1.5393486524884383,https://images.collegedunia.com/public/college_data/images/logos/1504695740logo.jpg,https://images.collegedunia.com/public/college_data/images/appImage/1504695740cover.jpg,7187,"[{'year': '2022', 'agencyId': '17', 'rankingOfCollege': '24', 'rankingOutOfTotalNoOfCollege': '186', 'agency': 'Indiatoday'}, {'year': '2022', 'agencyId': '33', 'rankingOfCollege': '12', 'rankingOutOfTotalNoOfCollege': '56', 'agency': 'The Week'}]","[{'year': '2022', 'agencyId': '13', 'rankingOfCollege': '87', 'rankingOutOfTotalNoOfCollege': '200', 'agency': 'NIRF'}]",,"['canteen', 'Library', 'Auditorium', 'Sports', 'Comp Labs', 'Hostel', 'Classrooms', 'Medical', 'Cafeteria', 'Security']",0,Private,Full Time,3
Ramjas College,New Delhi,Delhi NCR,[],7.919241869200165,1.537759122329389,https://images.collegedunia.com/public/college_data/images/logos/149164244414105846401.jpg,https://images.collegedunia.com/public/college_data/images/appImage/3708_RC.jpg,14610,"[{'year': '2022', 'agencyId': '17', 'rankingOfCollege': '18', 'rankingOutOfTotalNoOfCollege': '186', 'agency': 'Indiatoday'}, {'year': '2022', 'agencyId': '28', 'rankingOfCollege': '21', 'rankingOutOfTotalNoOfCollege': '105', 'agency': 'Outlook'}, {'year': '2019', 'agencyId': '33', 'rankingOfCollege': '9', 'rankingOutOfTotalNoOfCollege': '50', 'agency': 'The Week'}]","[{'year': '2022', 'agencyId': '13', 'rankingOfCollege': '66', 'rankingOutOfTotalNoOfCollege': '200', 'agency': 'NIRF'}]",cuet,"['Comp Labs', 'Sports', 'Gym', 'Medical', 'Cafeteria', 'Laboratory', 'Library', 'Auditorium', 'Hostel', 'Classrooms', 'Security']",0,Government,Full Time,3
Ramakrishna Mission Vidyamandira,Howrah,West Bengal,['UGC'],7.912746782241226,1.5363191307663804,https://images.collegedunia.com/public/college_data/images/logos/13960087443689.JPG,https://images.collegedunia.com/public/college_data/images/appImage/3690_RMV.jpg,14400,"[{'year': '2022', 'agencyId': '17', 'rankingOfCollege': '25', 'rankingOutOfTotalNoOfCollege': '186', 'agency': 'Indiatoday'}]","[{'year': '2022', 'agencyId': '13', 'rankingOfCollege': '9', 'rankingOutOfTotalNoOfCollege': '200', 'agency': 'NIRF'}]",,"['Sports', 'Medical', 'Library', 'Hostel', 'Gym', 'Cafeteria', 'Comp Labs', 'Auditorium', 'Laboratory', 'Classrooms']",0,Government,Full Time,3
Sri Venkateswara College - Delhi,New Delhi,Delhi NCR,[],7.906208681461366,1.5347295467963065,https://images.collegedunia.com/public/college_data/images/logos/14919827113333335.jpg,https://images.collegedunia.com/public/college_data/images/appImage/14919826791444119919SVCNew.jpg,14555,"[{'year': '2022', 'agencyId': '17', 'rankingOfCollege': '10', 'rankingOutOfTotalNoOfCollege': '186', 'agency': 'Indiatoday'}, {'year': '2022', 'agencyId': '28', 'rankingOfCollege': '9', 'rankingOutOfTotalNoOfCollege': '105', 'agency': 'Outlook'}, {'year': '2022', 'agencyId': '33', 'rankingOfCollege': '10', 'rankingOutOfTotalNoOfCollege': '56', 'agency': 'The Week'}]","[{'year': '2022', 'agencyId': '13', 'rankingOfCollege': '14', 'rankingOutOfTotalNoOfCollege': '200', 'agency': 'NIRF'}]",cuet,"['Comp Labs', 'Sports', 'Medical', 'Cafeteria', 'Laboratory', 'Library', 'Auditorium', 'Hostel', 'Classrooms']",0,Government,Full Time,3
Stella Maris College,Chennai,Tamil Nadu,['UGC'],7.899627282000845,1.5333584511626632,https://images.collegedunia.com/public/college_data/images/logos/1634553401StellaMarisCollegeLogo.jpg,https://images.collegedunia.com/public/college_data/images/appImage/1634555186CoverImage1.jpg,22895,"[{'year': '2022', 'agencyId': '17', 'rankingOfCollege': '9', 'rankingOutOfTotalNoOfCollege': '186', 'agency': 'Indiatoday'}, {'year': '2022', 'agencyId': '28', 'rankingOfCollege': '7', 'rankingOutOfTotalNoOfCollege': '105', 'agency': 'Outlook'}, {'year': '2022', 'agencyId': '33', 'rankingOfCollege': '8', 'rankingOutOfTotalNoOfCollege': '56', 'agency': 'The Week'}]","[{'year': '2022', 'agencyId': '13', 'rankingOfCollege': '76', 'rankingOutOfTotalNoOfCollege': '200', 'agency': 'NIRF'}, {'year': '2021', 'agencyId': '17', 'rankingOfCollege': '8', 'rankingOutOfTotalNoOfCollege': '146', 'agency': 'Indiatoday'}, {'year': '2021', 'agencyId': '28', 'rankingOfCollege': '7', 'rankingOutOfTotalNoOfCollege': '110', 'agency': 'Outlook'}]",,"['Hostel', 'Sports', 'Library', 'Laboratory', 'Cafeteria', 'Auditorium', 'Comp Labs', 'Banks']",0,Government,Full Time,3
Atma Ram Sanatan Dharma College - [ARSD],New Delhi,Delhi NCR,['UGC'],7.893002297113434,1.5326927963106387,https://images.collegedunia.com/public/college_data/images/logos/1491912596logo.png,https://images.collegedunia.com/public/college_data/images/appImage/1592854571Cover.jpg,3336,"[{'year': '2022', 'agencyId': '17', 'rankingOfCollege': '17', 'rankingOutOfTotalNoOfCollege': '186', 'agency': 'Indiatoday'}, {'year': '2022', 'agencyId': '28', 'rankingOfCollege': '11', 'rankingOutOfTotalNoOfCollege': '105', 'agency': 'Outlook'}]","[{'year': '2022', 'agencyId': '13', 'rankingOfCollege': '7', 'rankingOutOfTotalNoOfCollege': '200', 'agency': 'NIRF'}]",cuet,"['Medical', 'Sports', 'Comp Labs', 'Laboratory', 'Library', 'Auditorium', 'Cafeteria', 'Classrooms']",0,Government,Full Time,3
Ramakrishna Mission Residential College - [RKMRC],Kolkata,West Bengal,[],7.886995689809551,1.5311157708192242,https://images.collegedunia.com/public/college_data/images/logos/1487571033ekjfdkd.jpg,https://images.collegedunia.com/public/college_data/images/appImage/1487571033asdc.jpg,47100,[],"[{'year': '2022', 'agencyId': '13', 'rankingOfCollege': '19', 'rankingOutOfTotalNoOfCollege': '200', 'agency': 'NIRF'}]",,"['e-classroom', 'Classrooms', 'Transport', 'Sports', 'Gym', 'Laboratory', 'Library', 'Medical', 'Cafeteria', 'Security']",1,Private,Full Time,3
Deen Dayal Upadhyaya College,New Delhi,Delhi NCR,['UGC'],7.880949303649347,1.5295450754926811,https://images.collegedunia.com/public/college_data/images/logos/1393307782Deen Dayal Upadhyaya College.png,https://images.collegedunia.com/public/college_data/images/appImage/1001_DDUDU_APP.jpg,19345,"[{'year': '2022', 'agencyId': '17', 'rankingOfCollege': '11', 'rankingOutOfTotalNoOfCollege': '186', 'agency': 'Indiatoday'}, {'year': '2022', 'agencyId': '28', 'rankingOfCollege': '12', 'rankingOutOfTotalNoOfCollege': '105', 'agency': 'Outlook'}]","[{'year': '2022', 'agencyId': '13', 'rankingOfCollege': '21', 'rankingOutOfTotalNoOfCollege': '200', 'agency': 'NIRF'}]",cuet,"['Comp Labs', 'Sports', 'Medical', 'Cafeteria', 'Library', 'Auditorium', 'Wi-FI Campus', 'Banks']",0,Government,Full Time,3
PSG College of Arts and Science,Coimbatore,Tamil Nadu,[],7.874862875196695,1.5279807095395848,https://images.collegedunia.com/public/college_data/images/logos/1453713016logo_blue100.png,https://images.collegedunia.com/public/college_data/images/appImage/3332_PSG.jpg,7000,"[{'year': '2022', 'agencyId': '17', 'rankingOfCollege': '50', 'rankingOutOfTotalNoOfCollege': '186', 'agency': 'Indiatoday'}, {'year': '2022', 'agencyId': '33', 'rankingOfCollege': '32', 'rankingOutOfTotalNoOfCollege': '56', 'agency': 'The Week'}]","[{'year': '2022', 'agencyId': '13', 'rankingOfCollege': '20', 'rankingOutOfTotalNoOfCollege': '200', 'agency': 'NIRF'}, {'year': '2021', 'agencyId': '17', 'rankingOfCollege': '33', 'rankingOutOfTotalNoOfCollege': '146', 'agency': 'Indiatoday'}, {'year': '2020', 'agencyId': '38', 'rankingOfCollege': '6', 'rankingOutOfTotalNoOfCollege': '25', 'agency': 'ARIIA'}]",,"['Medical', 'Cafeteria', 'Library', 'Auditorium', 'Hostel', 'Comp Labs', 'Sports', 'Gym', 'Laboratory', 'Classrooms']",0,Government,Full Time,3
Mount Carmel College - [MCC],Bangalore,Karnataka,['UGC'],7.868736139270845,1.526422676481474,https://images.collegedunia.com/public/college_data/images/logos/1504523545logo.png,https://images.collegedunia.com/public/college_data/images/appImage/1504523545cover.jpg,42000,"[{'year': '2022', 'agencyId': '17', 'rankingOfCollege': '23', 'rankingOutOfTotalNoOfCollege': '186', 'agency': 'Indiatoday'}, {'year': '2022', 'agencyId': '28', 'rankingOfCollege': '19', 'rankingOutOfTotalNoOfCollege': '105', 'agency': 'Outlook'}, {'year': '2022', 'agencyId': '33', 'rankingOfCollege': '15', 'rankingOutOfTotalNoOfCollege': '56', 'agency': 'The Week'}]","[{'year': '2021', 'agencyId': '17', 'rankingOfCollege': '19', 'rankingOutOfTotalNoOfCollege': '146', 'agency': 'Indiatoday'}, {'year': '2021', 'agencyId': '28', 'rankingOfCollege': '7', 'rankingOutOfTotalNoOfCollege': '125', 'agency': 'Outlook'}]",,"['Comp Labs', 'Sports', 'Cafeteria', 'Auditorium', 'Library', 'Laboratory', 'Hostel', 'Gym', 'Classrooms', 'Banks', 'Medical', 'Security']",1,Private,Full Time,3
Dyal Singh College - [DSC],New Delhi,Delhi NCR,[],7.863231080590519,1.524869176950847,https://images.collegedunia.com/public/college_data/images/logos/13957264961.png,https://images.collegedunia.com/public/college_data/images/appImage/1239_DSC_New.jpg,3940,[],"[{'year': '2022', 'agencyId': '13', 'rankingOfCollege': '35', 'rankingOutOfTotalNoOfCollege': '200', 'agency': 'NIRF'}]",cuet,"['Comp Labs', 'Sports', 'Cafeteria', 'Laboratory', 'Library', 'Auditorium', 'Medical', 'Classrooms', 'Transport', 'Swimming Pool']",0,Government,Full Time,3
Lady Irwin College,New Delhi,Delhi NCR,['UGC'],7.85768956456794,1.5233171431309094,https://images.collegedunia.com/public/college_data/images/logos/13977335446890.JPG,https://images.collegedunia.com/public/college_data/images/appImage/6890_IRVIN_APP.png,29645,"[{'year': '2020', 'agencyId': '17', 'rankingOfCollege': '56', 'rankingOutOfTotalNoOfCollege': '120', 'agency': 'Indiatoday'}, {'year': '2022', 'agencyId': '28', 'rankingOfCollege': '32', 'rankingOutOfTotalNoOfCollege': '105', 'agency': 'Outlook'}]","[{'year': '2022', 'agencyId': '13', 'rankingOfCollege': '16', 'rankingOutOfTotalNoOfCollege': '200', 'agency': 'NIRF'}]",cuet,"['Comp Labs', 'Sports', 'Cafeteria', 'Library', 'Auditorium', 'Laboratory', 'Gym', 'Medical', 'Hostel']",1,Government,Full Time,3
Christ University,Bangalore,Karnataka,['UGC'],7.852111349763754,1.5217714448654642,https://images.collegedunia.com/public/college_data/images/logos/1505110433fvvvvvvvvvvvvvvvvvvvvvvvvvvvvv.png,https://images.collegedunia.com/public/college_data/images/appImage/1505110380ccaaaaaaaaaaaaaaaaaammmmmmmmmmmm.jpg,35000,"[{'year': '2022', 'agencyId': '17', 'rankingOfCollege': '13', 'rankingOutOfTotalNoOfCollege': '186', 'agency': 'Indiatoday'}, {'year': '2022', 'agencyId': '28', 'rankingOfCollege': '8', 'rankingOutOfTotalNoOfCollege': '105', 'agency': 'Outlook'}, {'year': '2022', 'agencyId': '33', 'rankingOfCollege': '11', 'rankingOutOfTotalNoOfCollege': '56', 'agency': 'The Week'}]","[{'year': '2022', 'agencyId': '13', 'rankingOfCollege': '101', 'rankingOutOfTotalNoOfCollege': '200', 'agency': 'NIRF'}, {'year': '2022', 'agencyId': '33', 'rankingOfCollege': '29', 'rankingOutOfTotalNoOfCollege': '81', 'agency': 'The Week'}, {'year': '2021', 'agencyId': '17', 'rankingOfCollege': '1', 'rankingOutOfTotalNoOfCollege': '146', 'agency': 'Indiatoday'}, {'year': '2021', 'agencyId': '28', 'rankingOfCollege': '5', 'rankingOutOfTotalNoOfCollege': '125', 'agency': 'Outlook'}, {'year': '2020', 'agencyId': '8', 'rankingOfCollege': '81', 'rankingOutOfTotalNoOfCollege': '100', 'agency': 'QS'}]",cuet,"['Comp Labs', 'Sports', 'Medical', 'Cafeteria', 'Laboratory', 'Library', 'Auditorium', 'Hostel', 'Wi-FI Campus', 'Classrooms', 'Gym']",1,Private,Full Time,3
Gargi College,New Delhi,Delhi NCR,['UGC'],7.846496193139672,1.5202255685326769,https://images.collegedunia.com/public/college_data/images/logos/1506399496zsdmnnmnmsdfdf.png,https://images.collegedunia.com/public/college_data/images/appImage/1351_GARGI_APP.jpg,3511,"[{'year': '2022', 'agencyId': '17', 'rankingOfCollege': '12', 'rankingOutOfTotalNoOfCollege': '186', 'agency': 'Indiatoday'}, {'year': '2022', 'agencyId': '28', 'rankingOfCollege': '13', 'rankingOutOfTotalNoOfCollege': '105', 'agency': 'Outlook'}, {'year': '2022', 'agencyId': '33', 'rankingOfCollege': '13', 'rankingOutOfTotalNoOfCollege': '56', 'agency': 'The Week'}]","[{'year': '2022', 'agencyId': '13', 'rankingOfCollege': '23', 'rankingOutOfTotalNoOfCollege': '200', 'agency': 'NIRF'}]",cuet,"['Comp Labs', 'Sports', 'Medical', 'Cafeteria', 'Laboratory', 'Library', 'Auditorium', 'Banks', 'Transport']",0,Government,Full Time,3
